Planet: {x: 703.2291046309314, y: 392.06130840454233, z: 814.9882559583394}, Habitable: false, Surface Area: 0
Planet: {x: 252.27382462266502, y: 343.16129615317806, z: 289.5304399186094}, Habitable: false, Surface Area: 0
Planet: {x: 987.9648355535954, y: 458.1093480577458, z: 957.6658590307703}, Habitable: true, Surface Area: 97214876
Planet: {x: 647.2259584435003, y: 866.9822814671872, z: 430.36902995392643}, Habitable: true, Surface Area: 97599962
Planet: {x: 226.5316611669481, y: 6.92626924734574, z: 322.62830933866707}, Habitable: false, Surface Area: 0
Planet: {x: 42.62937595041105, y: 252.69809218574247, z: 214.18875295085726}, Habitable: false, Surface Area: 0
Planet: {x: 497.11012106308436, y: 5.078362875300835, z: 406.95382194886065}, Habitable: false, Surface Area: 0
Planet: {x: 468.11471667848315, y: 628.5021268136267, z: 979.7055935456005}, Habitable: false, Surface Area: 0
Planet: {x: 609.0796094817528, y: 2.9162983724775327, z: 974.3856648613025}, Habitable: false, Surface Area: 0
Planet: {x: 569.8150434993814, y: 67.7473259558905, z: 480.53657801338636}, Habitable: true, Surface Area: 67437504
Planet: {x: 159.62420538280276, y: 189.17543475392938, z: 447.2582837613883}, Habitable: true, Surface Area: 31587449
Planet: {x: 746.3524926347404, y: 268.277490811895, z: 53.44879165123251}, Habitable: true, Surface Area: 9224458
Planet: {x: 737.1590333998788, y: 303.51931102085473, z: 598.3921774700824}, Habitable: true, Surface Area: 32140198
Planet: {x: 244.085355093564, y: 391.3955724276361, z: 460.6089813836847}, Habitable: true, Surface Area: 76130024
Planet: {x: 193.28595544577686, y: 164.8560041613234, z: 316.8843138563047}, Habitable: true, Surface Area: 49670969
Planet: {x: 757.7404749771525, y: 102.14609522151741, z: 579.2963875316128}, Habitable: false, Surface Area: 0
Planet: {x: 47.04207257352388, y: 326.35441726744506, z: 310.33981635713184}, Habitable: false, Surface Area: 0
Planet: {x: 312.75773864622926, y: 582.6894990660096, z: 754.6499986403533}, Habitable: true, Surface Area: 74591261
Planet: {x: 92.05112315250652, y: 268.7466557325986, z: 444.5238274352394}, Habitable: false, Surface Area: 0
Planet: {x: 780.9457960809765, y: 591.0152594799114, z: 648.253555095035}, Habitable: false, Surface Area: 0
Planet: {x: 917.8912953841068, y: 33.97078002359888, z: 494.0818083504688}, Habitable: true, Surface Area: 16945057
Planet: {x: 258.5950816490805, y: 531.440721366931, z: 715.6879769285421}, Habitable: false, Surface Area: 0
Planet: {x: 684.8142595953079, y: 183.98174262267065, z: 497.04730483185557}, Habitable: true, Surface Area: 82285972
Planet: {x: 892.4069174425391, y: 344.9711120146164, z: 795.5031951469754}, Habitable: true, Surface Area: 52461051
Planet: {x: 255.08277580905926, y: 125.60068278986591, z: 695.7820446490501}, Habitable: false, Surface Area: 0
Planet: {x: 386.2394942999119, y: 429.11892486464365, z: 558.5368283908069}, Habitable: true, Surface Area: 46148568
Planet: {x: 607.8850432251071, y: 658.6207485416036, z: 60.403375165193566}, Habitable: true, Surface Area: 78212087
Planet: {x: 197.2759000814044, y: 31.677521628942884, z: 921.8592426664292}, Habitable: true, Surface Area: 10629441
Planet: {x: 552.8217675556226, y: 968.60674658895, z: 883.8235848549558}, Habitable: false, Surface Area: 0
Planet: {x: 117.18342113044855, y: 499.5602380313864, z: 872.2443270230824}, Habitable: true, Surface Area: 46579740
Planet: {x: 478.45148551480565, y: 132.9404328415682, z: 57.2512554272262}, Habitable: true, Surface Area: 20492290
Planet: {x: 365.7681376837247, y: 91.56447309493876, z: 590.9645397249019}, Habitable: true, Surface Area: 36728703
Planet: {x: 68.7980827154242, y: 609.7277397723042, z: 579.6026112135264}, Habitable: false, Surface Area: 0
Planet: {x: 934.1652143855653, y: 288.12998976281267, z: 506.9061699966373}, Habitable: true, Surface Area: 51436441
Planet: {x: 472.68250021887457, y: 576.9449960653834, z: 37.71935546795668}, Habitable: true, Surface Area: 56825814
Planet: {x: 407.5075423716532, y: 464.7019575334974, z: 887.1610154022536}, Habitable: false, Surface Area: 0
Planet: {x: 709.0808883744097, y: 89.27866819399944, z: 606.6212915311366}, Habitable: true, Surface Area: 86528121
Planet: {x: 609.0579917213912, y: 615.5617066388714, z: 62.7298459609873}, Habitable: false, Surface Area: 0
Planet: {x: 319.88771445683903, y: 20.83421852814982, z: 905.8133880783586}, Habitable: false, Surface Area: 0
Planet: {x: 189.40837153664768, y: 104.95296784241815, z: 856.9483690730592}, Habitable: false, Surface Area: 0
Planet: {x: 551.9426172356403, y: 118.96881594358422, z: 199.4758398071912}, Habitable: true, Surface Area: 34120029
Planet: {x: 201.49084710480602, y: 245.75511778278192, z: 230.2369138012714}, Habitable: true, Surface Area: 36338694
Planet: {x: 802.5834293275628, y: 193.18757982599254, z: 973.5323215058023}, Habitable: false, Surface Area: 0
Planet: {x: 280.6828943779487, y: 116.08565115599644, z: 440.8290585108636}, Habitable: false, Surface Area: 0
Planet: {x: 570.2200159768873, y: 715.8487340206387, z: 436.07107228744235}, Habitable: true, Surface Area: 18718206
Planet: {x: 791.4906060138795, y: 158.4913506461063, z: 335.80836280131}, Habitable: false, Surface Area: 0
Planet: {x: 859.8856580945954, y: 193.66799495964827, z: 745.587506993465}, Habitable: true, Surface Area: 99906683
Planet: {x: 836.1257935695384, y: 368.51057312052404, z: 157.726600872387}, Habitable: false, Surface Area: 0
Planet: {x: 479.19579166777515, y: 121.39324525951922, z: 364.09559498565125}, Habitable: true, Surface Area: 84640540
Planet: {x: 882.3751209893509, y: 608.5618298414308, z: 587.429633495193}, Habitable: true, Surface Area: 89255925
Planet: {x: 29.881077360313313, y: 489.3282770508647, z: 807.9366331040026}, Habitable: true, Surface Area: 88120433
Planet: {x: 439.67203183447555, y: 601.8576677211047, z: 851.537966815284}, Habitable: false, Surface Area: 0
Planet: {x: 120.11542584138657, y: 274.862680663984, z: 231.8624722429252}, Habitable: true, Surface Area: 22731701
Planet: {x: 156.60009204650228, y: 741.3994883742179, z: 530.3924168059393}, Habitable: true, Surface Area: 69644537
Planet: {x: 369.5465011091419, y: 918.0566730054833, z: 0.8214366004464235}, Habitable: true, Surface Area: 67000347
Planet: {x: 758.0458717885685, y: 9.255578266735176, z: 142.09138052251814}, Habitable: true, Surface Area: 14079256
Planet: {x: 920.454001981023, y: 955.053934936583, z: 968.3434852520469}, Habitable: true, Surface Area: 12793874
Planet: {x: 505.895504789373, y: 188.4187086278275, z: 318.15658546934156}, Habitable: false, Surface Area: 0
Planet: {x: 548.8437913323382, y: 120.65430194404026, z: 724.4098387028613}, Habitable: true, Surface Area: 35644481
Planet: {x: 379.2985256939863, y: 315.5640548890544, z: 179.6146762396358}, Habitable: true, Surface Area: 14726192
Planet: {x: 107.23199091989, y: 677.8207426435794, z: 689.8080140258436}, Habitable: true, Surface Area: 19762235
Planet: {x: 326.1356486490055, y: 348.88166131822015, z: 637.8464295486066}, Habitable: false, Surface Area: 0
Planet: {x: 260.08422123098376, y: 57.55081351580027, z: 428.59734669024664}, Habitable: true, Surface Area: 31979069
Planet: {x: 598.50958748294, y: 665.0250419390351, z: 578.9392773253645}, Habitable: false, Surface Area: 0
Planet: {x: 543.0831501521627, y: 114.00778757121688, z: 368.0964447907553}, Habitable: false, Surface Area: 0
Planet: {x: 899.3162580439529, y: 750.4492298169545, z: 399.8973669865251}, Habitable: true, Surface Area: 83668539
Planet: {x: 332.9750436027852, y: 715.8872514091306, z: 951.8246733696287}, Habitable: false, Surface Area: 0
Planet: {x: 748.1546783246569, y: 185.25846487345433, z: 31.04574563778817}, Habitable: false, Surface Area: 0
Planet: {x: 339.5228747227872, y: 761.8316233425604, z: 55.02123943012438}, Habitable: false, Surface Area: 0
Planet: {x: 710.4221247052436, y: 725.9484835073841, z: 503.44795589634003}, Habitable: false, Surface Area: 0
Planet: {x: 229.75011344846052, y: 521.917810286922, z: 413.3837030374019}, Habitable: false, Surface Area: 0
Planet: {x: 241.87207371163754, y: 394.56681046943555, z: 627.3244584180659}, Habitable: false, Surface Area: 0
Planet: {x: 959.5747056129393, y: 552.2790018333335, z: 613.1062378119874}, Habitable: true, Surface Area: 80515179
Planet: {x: 827.6828670640119, y: 632.7672233436348, z: 729.0847044123219}, Habitable: false, Surface Area: 0
Planet: {x: 730.4063962177232, y: 681.9897865245525, z: 545.9620503991771}, Habitable: false, Surface Area: 0
Planet: {x: 449.07843295927205, y: 740.6764778044428, z: 245.6252507601624}, Habitable: true, Surface Area: 70155640
Planet: {x: 222.12519970946175, y: 131.8199635281978, z: 906.9715669839067}, Habitable: false, Surface Area: 0
Planet: {x: 592.6023973478938, y: 471.9371512887602, z: 991.6484443107149}, Habitable: true, Surface Area: 39117385
Planet: {x: 667.5938723329253, y: 545.3912474804889, z: 968.4804485148775}, Habitable: true, Surface Area: 44194544
Planet: {x: 505.97970830764274, y: 811.3783766284217, z: 257.7682807107182}, Habitable: false, Surface Area: 0
Planet: {x: 723.450401461305, y: 198.47518920982844, z: 347.2611695125416}, Habitable: true, Surface Area: 5322230
Planet: {x: 933.3478111616647, y: 227.64001710838167, z: 273.7531153210928}, Habitable: false, Surface Area: 0
Planet: {x: 530.5565658728792, y: 0.9506597947390727, z: 266.46945060172555}, Habitable: false, Surface Area: 0
Planet: {x: 121.11293200928853, y: 453.2406857035252, z: 641.0370837509247}, Habitable: true, Surface Area: 75151205
Planet: {x: 946.9898613084928, y: 469.43544946897185, z: 731.8545808585792}, Habitable: true, Surface Area: 71879719
Planet: {x: 245.93043133323977, y: 114.80917192678052, z: 649.237098938325}, Habitable: false, Surface Area: 0
Planet: {x: 52.52042613739527, y: 215.50837016879254, z: 321.30568107003654}, Habitable: false, Surface Area: 0
Planet: {x: 952.6433249016293, y: 857.4685050923013, z: 705.1378026965104}, Habitable: true, Surface Area: 66582821
Planet: {x: 568.7115240052171, y: 823.5150707274272, z: 379.06207251377543}, Habitable: true, Surface Area: 23684690
Planet: {x: 359.5845903068129, y: 308.89025337834954, z: 913.1015515301806}, Habitable: false, Surface Area: 0
Planet: {x: 959.2417503574497, y: 728.980092606985, z: 326.94054988117125}, Habitable: true, Surface Area: 54606454
Planet: {x: 445.743682752453, y: 951.1566217940804, z: 89.44089316102377}, Habitable: false, Surface Area: 0
Planet: {x: 854.0891683008123, y: 108.93198397536774, z: 275.3831777818241}, Habitable: true, Surface Area: 13755807
Planet: {x: 97.10426797268012, y: 637.5374751872696, z: 783.7713301616245}, Habitable: true, Surface Area: 42089768
Planet: {x: 253.39173854731766, y: 408.5768885821819, z: 620.7997457433268}, Habitable: true, Surface Area: 9732511
Planet: {x: 920.0019943623195, y: 702.486432520622, z: 466.91467605150837}, Habitable: false, Surface Area: 0
Planet: {x: 201.8335993798126, y: 139.25552468967516, z: 225.5585387813548}, Habitable: true, Surface Area: 65151445
Planet: {x: 115.92415276938395, y: 676.4295200807842, z: 300.99964027135104}, Habitable: true, Surface Area: 33454152
Planet: {x: 912.8018019073172, y: 174.6859454106542, z: 366.6822429728895}, Habitable: false, Surface Area: 0
Planet: {x: 226.39542985450188, y: 925.863602600633, z: 182.86931241259953}, Habitable: true, Surface Area: 53138391
Planet: {x: 760.466286592648, y: 165.33574725320156, z: 761.751195410046}, Habitable: true, Surface Area: 57112899
Planet: {x: 753.1957219589167, y: 733.0138582876149, z: 53.36242489046561}, Habitable: true, Surface Area: 42263439
Planet: {x: 288.1769395237348, y: 107.11161304012617, z: 138.51802882640985}, Habitable: false, Surface Area: 0
Planet: {x: 392.5173263924986, y: 128.79565909910906, z: 179.69482136797387}, Habitable: false, Surface Area: 0
Planet: {x: 98.75977011349745, y: 744.2000765118466, z: 525.4539406446461}, Habitable: false, Surface Area: 0
Planet: {x: 7.869017674219769, y: 744.9238994507781, z: 328.96982530635}, Habitable: false, Surface Area: 0
Planet: {x: 893.12913302951, y: 433.6856415223294, z: 787.2429202154514}, Habitable: true, Surface Area: 46433792
Planet: {x: 383.0362403883405, y: 701.1278439604209, z: 502.5722169581197}, Habitable: false, Surface Area: 0
Planet: {x: 563.8463408430681, y: 46.22862953656437, z: 979.2588209918549}, Habitable: false, Surface Area: 0
Planet: {x: 782.068773398912, y: 229.0065999526547, z: 999.1258444848286}, Habitable: false, Surface Area: 0
Planet: {x: 75.2693089940033, y: 188.18920562385588, z: 64.97457055194178}, Habitable: false, Surface Area: 0
Planet: {x: 467.69377706304294, y: 603.8495171513295, z: 583.6040341678341}, Habitable: false, Surface Area: 0
Planet: {x: 647.8496824980382, y: 334.57669607234686, z: 273.0695854846785}, Habitable: true, Surface Area: 7495716
Planet: {x: 285.1420641213429, y: 486.3876532144438, z: 620.5782492813352}, Habitable: true, Surface Area: 19685833
Planet: {x: 258.0649098545853, y: 936.4383845765034, z: 863.3757162251762}, Habitable: true, Surface Area: 79015157
Planet: {x: 914.6735213816972, y: 874.6129713016859, z: 904.3231989763494}, Habitable: false, Surface Area: 0
Planet: {x: 516.8970004994791, y: 341.17840651346467, z: 795.6903095875903}, Habitable: true, Surface Area: 71652196
Planet: {x: 733.6773732061066, y: 453.9446203664568, z: 235.54717920210933}, Habitable: true, Surface Area: 2793238
Planet: {x: 313.84833706946046, y: 221.97728425249875, z: 583.0467929070282}, Habitable: true, Surface Area: 14641128
Planet: {x: 707.306048522988, y: 429.58235539382184, z: 364.192667331386}, Habitable: true, Surface Area: 93926688
Planet: {x: 816.2919980928845, y: 761.379943394442, z: 15.53834319034264}, Habitable: false, Surface Area: 0
Planet: {x: 64.83490311105, y: 351.377061871899, z: 784.7676880418271}, Habitable: false, Surface Area: 0
Planet: {x: 541.5450801103083, y: 163.5681295521063, z: 912.0173798956033}, Habitable: true, Surface Area: 99109662
Planet: {x: 605.7819788409972, y: 417.9215488743542, z: 555.3337930510697}, Habitable: true, Surface Area: 5046082
Planet: {x: 651.7694885439303, y: 277.1097274885099, z: 507.90505212458805}, Habitable: false, Surface Area: 0
Planet: {x: 533.0640106062212, y: 273.2100284420165, z: 682.2903618104283}, Habitable: false, Surface Area: 0
Planet: {x: 981.2677595620783, y: 468.5718657395408, z: 108.17713637009562}, Habitable: true, Surface Area: 21974185
Planet: {x: 327.2970809753617, y: 697.0177700753924, z: 512.6018983426964}, Habitable: true, Surface Area: 74916455
Planet: {x: 235.02223312475047, y: 235.30957065695966, z: 741.5885617081894}, Habitable: false, Surface Area: 0
Planet: {x: 376.90820443991834, y: 527.4352785617642, z: 10.58124276086092}, Habitable: true, Surface Area: 38600861
Planet: {x: 53.38901927207451, y: 473.48071153075244, z: 482.90336831152183}, Habitable: false, Surface Area: 0
Planet: {x: 573.8560589612387, y: 557.7210639955816, z: 137.45549280193003}, Habitable: false, Surface Area: 0
Planet: {x: 573.3210011886596, y: 255.57708064267115, z: 652.3410628286579}, Habitable: true, Surface Area: 23862388
Planet: {x: 519.7657513688873, y: 999.0668452247539, z: 854.0889771687155}, Habitable: false, Surface Area: 0
Planet: {x: 952.4847504408866, y: 44.30884554873016, z: 246.1671566223538}, Habitable: true, Surface Area: 86664914
Planet: {x: 500.1568736058881, y: 96.2414546311665, z: 947.0524093399802}, Habitable: true, Surface Area: 24684649
Planet: {x: 423.2994073903873, y: 772.1969582144114, z: 666.1758439026814}, Habitable: true, Surface Area: 2984425
Planet: {x: 639.878768157526, y: 499.7430576042101, z: 219.77471019539996}, Habitable: false, Surface Area: 0
Planet: {x: 749.9682262338916, y: 268.7937733352006, z: 373.5035232672395}, Habitable: true, Surface Area: 92713438
Planet: {x: 536.1033189330258, y: 303.27250515454375, z: 840.9168812711628}, Habitable: true, Surface Area: 38801994
Planet: {x: 770.0947569524247, y: 447.8728576857505, z: 71.76991080084716}, Habitable: true, Surface Area: 86807277
Planet: {x: 228.56905826441997, y: 280.67763183777373, z: 441.92946538448695}, Habitable: false, Surface Area: 0
Planet: {x: 548.9381891292195, y: 893.3115141388759, z: 18.584421353582403}, Habitable: true, Surface Area: 78991782
Planet: {x: 958.2840159442134, y: 58.181395105551424, z: 284.41020263112546}, Habitable: false, Surface Area: 0
Planet: {x: 201.75222148200643, y: 786.4914916265176, z: 727.3222509543227}, Habitable: false, Surface Area: 0
Planet: {x: 821.1980280869544, y: 475.12137280252364, z: 889.2484047648286}, Habitable: false, Surface Area: 0
Planet: {x: 977.2991059400526, y: 655.5125836763156, z: 689.7220525103977}, Habitable: true, Surface Area: 70250813
Planet: {x: 831.4449737922948, y: 405.68363669786936, z: 718.0945895782178}, Habitable: false, Surface Area: 0
Planet: {x: 183.61353100112598, y: 995.5255505808926, z: 57.751521037385345}, Habitable: true, Surface Area: 18311369
Planet: {x: 150.60601533921547, y: 150.33771665427852, z: 67.70015584761535}, Habitable: true, Surface Area: 89444068
Planet: {x: 320.27816792812615, y: 587.9662203610765, z: 1.3025734443368187}, Habitable: true, Surface Area: 65713513
Planet: {x: 208.94642431893985, y: 144.51568235478683, z: 857.2541228321651}, Habitable: true, Surface Area: 70342249
Planet: {x: 665.3807069608093, y: 460.33691740701687, z: 745.0383162149247}, Habitable: false, Surface Area: 0
Planet: {x: 439.66232509983126, y: 422.1956894904826, z: 202.48534498145077}, Habitable: true, Surface Area: 89822229
Planet: {x: 629.3594534456712, y: 493.76177569119875, z: 199.01846979366366}, Habitable: true, Surface Area: 69422979
Planet: {x: 485.47664553971526, y: 80.84736395650881, z: 525.7055677626325}, Habitable: false, Surface Area: 0
Planet: {x: 301.4108834247908, y: 655.7537071427679, z: 42.32715076748028}, Habitable: false, Surface Area: 0
Planet: {x: 891.551649906644, y: 650.7121535758837, z: 907.5730643221285}, Habitable: true, Surface Area: 35729971
Planet: {x: 562.7739437962156, y: 207.66551288441315, z: 137.38173529285325}, Habitable: false, Surface Area: 0
Planet: {x: 535.7729506016323, y: 583.0238386086581, z: 542.6616177477923}, Habitable: false, Surface Area: 0
Planet: {x: 926.8176151812984, y: 460.0258651674851, z: 836.0201485967085}, Habitable: true, Surface Area: 22106602
Planet: {x: 314.38527696523244, y: 962.211199448369, z: 355.3796991810589}, Habitable: false, Surface Area: 0
Planet: {x: 391.20062638963327, y: 498.21201604845464, z: 683.7440378271773}, Habitable: true, Surface Area: 34457028
Planet: {x: 343.8329414400543, y: 53.92301236030272, z: 663.4031516085386}, Habitable: false, Surface Area: 0
Planet: {x: 553.7404260691972, y: 152.6298286087877, z: 758.7007772694005}, Habitable: true, Surface Area: 71053717
Planet: {x: 831.8121441630135, y: 241.37230765603078, z: 27.909628170775804}, Habitable: false, Surface Area: 0
Planet: {x: 467.11057621034115, y: 274.5437990733646, z: 582.314687225364}, Habitable: false, Surface Area: 0
Planet: {x: 998.3006950906266, y: 796.7130255478936, z: 298.00504082200564}, Habitable: true, Surface Area: 15918661
Planet: {x: 766.7975390369786, y: 810.7883330504034, z: 822.0043003927871}, Habitable: false, Surface Area: 0
Planet: {x: 557.0961831165529, y: 257.9954463246803, z: 583.5341634015041}, Habitable: false, Surface Area: 0
Planet: {x: 997.8257280207832, y: 673.2775326269265, z: 991.6442255310449}, Habitable: false, Surface Area: 0
Planet: {x: 384.86191507579724, y: 580.8299452716228, z: 94.65383647383096}, Habitable: false, Surface Area: 0
Planet: {x: 236.8397556560182, y: 567.1514990688916, z: 827.8595798176169}, Habitable: false, Surface Area: 0
Planet: {x: 973.4753923253061, y: 967.727336668518, z: 884.7643048333875}, Habitable: false, Surface Area: 0
Planet: {x: 60.27753031926042, y: 428.45857898822135, z: 86.02588845829872}, Habitable: true, Surface Area: 97153767
Planet: {x: 519.094606889243, y: 66.96768735607938, z: 808.5425324884974}, Habitable: false, Surface Area: 0
Planet: {x: 490.47618485221943, y: 958.066801484235, z: 912.2492527920642}, Habitable: false, Surface Area: 0
Planet: {x: 188.64982254001106, y: 689.9971946352206, z: 288.7996179169425}, Habitable: true, Surface Area: 15843817
Planet: {x: 330.9472906595479, y: 495.8635580138064, z: 354.96943471537134}, Habitable: true, Surface Area: 16163926
Planet: {x: 185.87070130598192, y: 408.0186241872059, z: 416.65174686798247}, Habitable: true, Surface Area: 65678318
Planet: {x: 141.67254566239419, y: 130.18377225833123, z: 515.1438149467407}, Habitable: false, Surface Area: 0
Planet: {x: 346.87075831884283, y: 890.1988092071487, z: 239.84796102448547}, Habitable: true, Surface Area: 38439544
Planet: {x: 79.08605447065776, y: 722.6167675463618, z: 75.20374633038406}, Habitable: false, Surface Area: 0
Planet: {x: 938.9425513235525, y: 626.5012390313029, z: 151.42160234850422}, Habitable: false, Surface Area: 0
Planet: {x: 642.7538364512521, y: 276.8492588021092, z: 962.9362918614901}, Habitable: false, Surface Area: 0
Planet: {x: 941.7121835238025, y: 950.9897448283836, z: 564.3690312761063}, Habitable: true, Surface Area: 33163557
Planet: {x: 217.27520863936124, y: 803.8997247214475, z: 55.22584376783413}, Habitable: false, Surface Area: 0
Planet: {x: 358.0414003367569, y: 235.4578112755079, z: 719.5904105197934}, Habitable: false, Surface Area: 0
Planet: {x: 459.66537705866784, y: 217.25596739372776, z: 142.93305885408893}, Habitable: true, Surface Area: 17489757
Planet: {x: 776.3175078996094, y: 392.1179560466821, z: 894.9474430528344}, Habitable: false, Surface Area: 0
Planet: {x: 229.90540916308078, y: 27.875562313494086, z: 763.840078585118}, Habitable: false, Surface Area: 0
Planet: {x: 925.2982221474233, y: 978.3066676608734, z: 640.1426444981444}, Habitable: true, Surface Area: 10166282
Planet: {x: 408.04502976382827, y: 527.7307000344773, z: 631.843365112128}, Habitable: true, Surface Area: 75424671
Planet: {x: 478.1255111674865, y: 137.5024324905687, z: 477.7404233321654}, Habitable: true, Surface Area: 79055143
Planet: {x: 481.91264371477473, y: 159.9336211365323, z: 572.5449031409382}, Habitable: true, Surface Area: 43643035
Planet: {x: 826.4763838766884, y: 96.12508364962014, z: 459.43531328108713}, Habitable: true, Surface Area: 56751225
Planet: {x: 243.5316150021858, y: 470.3563944402931, z: 361.72868063149633}, Habitable: false, Surface Area: 0
Planet: {x: 328.1599420461294, y: 552.3137736199861, z: 896.4185994663699}, Habitable: false, Surface Area: 0
Planet: {x: 204.54963570651952, y: 310.01273984072975, z: 524.2317901967488}, Habitable: true, Surface Area: 55933792
Planet: {x: 430.7757770568639, y: 588.6813956203629, z: 784.5175490417131}, Habitable: false, Surface Area: 0
Planet: {x: 212.22920732365446, y: 923.2257405188889, z: 136.90185222310535}, Habitable: false, Surface Area: 0
Planet: {x: 613.9295844701334, y: 468.2381901109023, z: 973.3613911803695}, Habitable: true, Surface Area: 26370891
Planet: {x: 631.67158443972, y: 772.8396934116381, z: 834.6154325490822}, Habitable: false, Surface Area: 0
Planet: {x: 569.0420814286457, y: 712.3408726142011, z: 561.2093994209157}, Habitable: true, Surface Area: 4899904
Planet: {x: 368.9443755888362, y: 647.9972238932983, z: 724.830777440683}, Habitable: true, Surface Area: 80873383
Planet: {x: 246.32313175261754, y: 769.7125918021168, z: 485.9313398508802}, Habitable: false, Surface Area: 0
Planet: {x: 230.68889870229305, y: 791.2015450194821, z: 537.2306667373455}, Habitable: true, Surface Area: 27157074
Planet: {x: 288.8461962663757, y: 774.5314594741603, z: 664.1808923775956}, Habitable: false, Surface Area: 0
Planet: {x: 23.19176136703249, y: 587.8558854504386, z: 80.13743491385816}, Habitable: true, Surface Area: 40764718
Planet: {x: 274.08451390625356, y: 682.7626890454799, z: 730.0539398698543}, Habitable: false, Surface Area: 0
Planet: {x: 672.3792598187339, y: 754.153991492263, z: 328.62165247486973}, Habitable: false, Surface Area: 0
Planet: {x: 394.8837967670167, y: 245.6549982396048, z: 592.6946160886667}, Habitable: false, Surface Area: 0
Planet: {x: 390.51387453785844, y: 298.62024368826724, z: 185.5173115415034}, Habitable: true, Surface Area: 11632429
Planet: {x: 505.8514641339129, y: 946.8997111377154, z: 559.2455846452959}, Habitable: true, Surface Area: 48562269
Planet: {x: 217.98691039583295, y: 128.59392549855752, z: 787.5351750946697}, Habitable: true, Surface Area: 99571548
Planet: {x: 495.8091893507983, y: 631.4300293034659, z: 949.1182778460394}, Habitable: false, Surface Area: 0
Planet: {x: 562.8234411431472, y: 415.39180011625643, z: 125.02549321647672}, Habitable: true, Surface Area: 54824252
Planet: {x: 412.9975174581415, y: 775.7847476987148, z: 743.1292613583711}, Habitable: true, Surface Area: 7638740
Planet: {x: 154.55926945062237, y: 337.4158234858942, z: 321.3676380488457}, Habitable: true, Surface Area: 12787206
Planet: {x: 487.0293017192615, y: 483.3061813530011, z: 870.5030501829316}, Habitable: false, Surface Area: 0
Planet: {x: 102.94164613879553, y: 219.34402950918752, z: 515.976268062505}, Habitable: true, Surface Area: 87049601
Planet: {x: 573.6052922900192, y: 962.5388775021804, z: 747.437460302568}, Habitable: true, Surface Area: 40326154
Planet: {x: 309.2416417145607, y: 292.6443072242564, z: 885.1013068728275}, Habitable: false, Surface Area: 0
Planet: {x: 395.07257914864937, y: 341.4312802958033, z: 296.5455621615718}, Habitable: false, Surface Area: 0
Planet: {x: 92.90892418966989, y: 848.8038651202426, z: 369.2028001089549}, Habitable: true, Surface Area: 10998208
Planet: {x: 345.5686156300306, y: 350.90496233401615, z: 483.409819374125}, Habitable: true, Surface Area: 27267846
Planet: {x: 807.1506052099136, y: 50.43798761541862, z: 296.3873788985951}, Habitable: false, Surface Area: 0
Planet: {x: 808.9644260408852, y: 520.6761411131207, z: 120.33108836728945}, Habitable: true, Surface Area: 35423979
Planet: {x: 153.3668405205366, y: 468.02474708887985, z: 170.9126808340391}, Habitable: true, Surface Area: 61831712
Planet: {x: 31.773701647249908, y: 172.70864474562296, z: 671.171612930304}, Habitable: true, Surface Area: 9054544
Planet: {x: 942.2308120039107, y: 329.76634123029027, z: 692.307124101265}, Habitable: true, Surface Area: 18919854
Planet: {x: 138.61067947766537, y: 381.69925501715295, z: 398.5133342360898}, Habitable: false, Surface Area: 0
Planet: {x: 870.9577783893438, y: 304.8603189063626, z: 984.7196847742558}, Habitable: false, Surface Area: 0
Planet: {x: 623.4818726817105, y: 960.7066469815173, z: 822.249140624099}, Habitable: true, Surface Area: 89860561
Planet: {x: 695.641151423617, y: 105.82212208362263, z: 743.3651794269445}, Habitable: false, Surface Area: 0
Planet: {x: 729.313861472023, y: 929.6649834477357, z: 632.2393373422015}, Habitable: true, Surface Area: 11202386
Planet: {x: 749.3074859259945, y: 163.03247268165143, z: 771.7523965970447}, Habitable: true, Surface Area: 41667173
Planet: {x: 456.3711643209758, y: 913.4218637671585, z: 786.9854366673534}, Habitable: false, Surface Area: 0
Planet: {x: 480.8137975730298, y: 33.986572236316626, z: 754.1737196524588}, Habitable: false, Surface Area: 0
Planet: {x: 352.4233772898799, y: 612.1133382612569, z: 349.2242842580633}, Habitable: true, Surface Area: 87833814
Planet: {x: 526.897283895458, y: 78.24895682094035, z: 981.3513056492236}, Habitable: true, Surface Area: 85613627
Planet: {x: 86.52920877397152, y: 341.26786855123316, z: 344.1386341051718}, Habitable: true, Surface Area: 54374961
Planet: {x: 155.0041350029594, y: 510.29134805526553, z: 707.9702691152465}, Habitable: false, Surface Area: 0
Planet: {x: 593.533961073531, y: 974.0562585440829, z: 803.6870523725339}, Habitable: true, Surface Area: 31704562
Planet: {x: 648.4466185171176, y: 360.034411561865, z: 805.3494934005165}, Habitable: false, Surface Area: 0
Planet: {x: 821.8950116528388, y: 158.1283387608725, z: 758.6158775528993}, Habitable: true, Surface Area: 55244580
Planet: {x: 943.6330385265333, y: 989.9981620938377, z: 849.4908612216794}, Habitable: true, Surface Area: 9978016
Planet: {x: 256.4268215737593, y: 530.2290438554522, z: 147.04679126702968}, Habitable: true, Surface Area: 17904171
Planet: {x: 654.8941297005999, y: 763.9388216196375, z: 945.466588361241}, Habitable: true, Surface Area: 2481388
Planet: {x: 633.6337650463322, y: 331.8226286564219, z: 641.2804512893806}, Habitable: false, Surface Area: 0
